customerid,tenure,monthlycharges,totalcharges,churn,seniorcitizen,partner,dependents,source,avgmonthly,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,gender_Male,internetservice_Fiber optic,internetservice_No,tenurebucket_13-24,tenurebucket_25-48,tenurebucket_49+
8885-QSQBX,1,49.55,49.55,0,0,No,No,kaggle,49.55,False,False,False,False,False,False,False,False,False,False,False
7479-NITWS,7,89.35,631.85,1,0,No,No,kaggle,90.26428571428572,False,False,True,False,False,True,True,False,False,False,False
8617-ENBDS,3,73.6,232.5,0,0,No,No,kaggle,77.5,False,False,True,False,False,True,True,False,False,False,False
9385-NXKDA,72,82.65,5919.35,0,0,Yes,No,kaggle,82.21319444444445,False,True,True,False,False,False,False,False,False,False,True
0430-IHCDJ,15,49.0,749.25,0,0,No,No,kaggle,49.95,False,False,False,True,False,True,False,False,True,False,False
2959-MJHIC,4,80.35,307.4,1,0,Yes,No,kaggle,76.85,False,False,False,True,False,True,True,False,False,False,False
6674-KVJHG,11,25.2,245.15,0,0,No,No,kaggle,22.286363636363635,True,False,False,True,False,False,False,True,False,False,False
1814-DKOLC,5,25.45,134.75,0,0,No,No,kaggle,26.95,False,False,False,False,True,False,False,True,False,False,False
4201-JMNGR,1,55.8,55.8,1,1,No,No,kaggle,55.8,False,False,False,True,False,False,False,False,False,False,False
9351-HXDMR,72,110.9,8240.85,0,0,Yes,No,kaggle,114.45625000000001,False,True,True,False,False,True,True,False,False,False,True
3537-HPKQT,55,77.75,4266.4,0,0,Yes,No,kaggle,77.57090909090908,False,False,True,False,False,False,True,False,False,False,True
2129-ALKBS,40,26.2,1077.5,0,0,Yes,Yes,kaggle,26.9375,False,False,False,True,False,False,False,True,False,True,False
5821-MMEIL,57,19.9,1115.6,0,0,Yes,No,kaggle,19.5719298245614,False,True,False,False,False,False,False,True,False,False,True
5960-WPXQM,1,79.05,79.05,1,0,No,No,kaggle,79.05,False,False,False,True,False,True,True,False,False,False,False
0684-AOSIH,1,95.0,95.0,1,0,Yes,No,kaggle,95.0,False,False,False,True,False,True,True,False,False,False,False
8260-NGFNY,1,25.2,25.2,1,0,No,No,kaggle,25.2,False,False,False,False,True,False,False,False,False,False,False
1309-XGFSN,52,80.85,4079.55,0,1,Yes,Yes,kaggle,78.45288461538462,True,False,False,True,False,True,False,False,False,False,True
1866-RZZQS,41,98.4,4187.75,1,1,No,No,kaggle,102.14024390243902,False,False,False,True,False,True,True,False,False,True,False
6968-URWQU,43,56.35,2391.15,0,0,Yes,No,kaggle,55.608139534883726,True,False,False,False,True,True,False,False,False,True,False
4742-TXUEX,47,19.3,890.5,0,0,Yes,Yes,kaggle,18.9468085106383,False,True,False,False,False,False,False,True,False,True,False
9631-XEYKE,3,50.4,137.25,0,0,No,No,kaggle,45.75,False,False,False,False,False,True,False,False,False,False,False
8631-NBHFZ,66,79.4,5154.6,1,1,Yes,Yes,kaggle,78.10000000000001,False,True,True,False,False,True,False,False,False,False,True
1335-MXCSE,55,55.25,3119.9,0,0,Yes,Yes,kaggle,56.72545454545455,False,True,True,False,False,True,False,False,False,False,True
8873-TMKGR,29,19.1,529.5,0,0,No,No,kaggle,18.25862068965517,True,False,False,False,True,True,False,True,False,True,False
8800-JOOCF,12,84.05,966.55,0,0,No,Yes,kaggle,80.54583333333333,False,False,False,True,False,False,True,False,False,False,False
1469-LBJQJ,66,105.2,6936.85,0,0,Yes,No,kaggle,105.10378787878788,False,False,False,True,False,False,True,False,False,False,True
4958-XCBDQ,35,101.4,3496.3,1,1,No,No,kaggle,99.89428571428572,False,False,False,True,False,True,True,False,False,True,False
8337-UPOAQ,10,89.8,914.3,1,1,Yes,No,kaggle,91.42999999999999,False,False,False,True,False,True,True,False,False,False,False
0064-YIJGF,27,75.75,1929.0,0,0,Yes,Yes,kaggle,71.44444444444444,False,False,False,False,False,True,True,False,False,True,False
2386-OWURY,58,95.3,5817.7,0,0,No,No,kaggle,100.3051724137931,False,False,False,True,False,False,True,False,False,False,True
1725-IQNIY,54,109.75,6110.2,1,0,Yes,No,kaggle,113.15185185185184,False,True,False,False,False,True,True,False,False,False,True
0310-VQXAM,9,19.85,178.8,0,0,No,No,kaggle,19.866666666666667,False,False,False,False,True,True,False,True,False,False,False
6598-RFFVI,2,19.3,28.3,1,0,No,No,kaggle,14.15,True,False,True,False,False,True,False,True,False,False,False
3453-RTHJQ,6,69.1,435.0,0,0,No,No,kaggle,72.5,False,False,False,True,False,True,True,False,False,False,False
6712-OAWRH,26,91.25,2351.8,1,1,No,No,kaggle,90.45384615384616,False,False,False,True,False,False,True,False,False,True,False
6278-FEPBZ,9,20.25,186.15,0,0,No,No,kaggle,20.683333333333334,False,False,False,False,True,False,False,True,False,False,False
4280-DLSHD,8,54.75,445.85,0,0,Yes,No,kaggle,55.73125,False,False,False,False,True,True,False,False,False,False,False
1508-DFXCU,12,81.45,912.0,0,0,No,No,kaggle,76.0,False,False,False,True,False,True,True,False,False,False,False
8614-VGMMV,15,49.1,679.55,1,0,No,No,kaggle,45.30333333333333,False,False,False,True,False,False,False,False,True,False,False
7868-BGSZA,43,80.2,3581.6,0,0,Yes,No,kaggle,83.29302325581395,True,False,False,True,False,True,False,False,False,True,False
2800-QQUSO,42,100.3,4222.95,0,0,No,No,kaggle,100.54642857142856,False,False,False,True,False,True,True,False,False,True,False
2930-UOTMB,31,65.25,1994.3,1,0,No,No,kaggle,64.33225806451613,False,False,True,False,False,False,False,False,False,True,False
7973-DZRKH,66,90.95,5930.05,0,0,No,Yes,kaggle,89.84924242424243,False,True,True,False,False,False,True,False,False,False,True
5914-DVBWJ,18,85.45,1505.85,1,1,No,No,kaggle,83.65833333333333,False,False,False,True,False,False,True,False,True,False,False
7698-YFGEZ,1,20.0,20.0,0,0,No,No,kaggle,20.0,False,False,False,False,True,True,False,True,False,False,False
2533-QVMSK,61,94.1,5638.3,1,0,Yes,No,kaggle,92.43114754098362,False,True,False,True,False,True,True,False,False,False,True
9773-PEQBZ,10,79.85,797.25,0,0,No,No,kaggle,79.725,False,False,False,True,False,True,True,False,False,False,False
8644-XLFBW,1,71.65,71.65,1,1,No,No,kaggle,71.65,False,False,False,True,False,True,True,False,False,False,False
0650-BWOZN,18,73.55,1359.45,0,1,No,No,kaggle,75.525,False,False,False,True,False,False,True,False,True,False,False
8625-AZYZY,24,104.65,2542.45,1,0,Yes,No,kaggle,105.93541666666665,False,False,False,True,False,True,True,False,True,False,False
7785-RDVIG,3,19.3,54.7,0,0,Yes,Yes,kaggle,18.233333333333334,False,False,False,False,True,False,False,True,False,False,False
9602-WCXPI,50,20.15,989.05,0,0,No,No,kaggle,19.781,True,False,True,False,False,True,False,True,False,False,True
2903-YYTBW,1,44.55,44.55,0,0,Yes,Yes,kaggle,44.55,False,False,False,True,False,True,False,False,False,False,False
3620-MWJNE,2,54.45,87.3,0,0,No,No,kaggle,43.65,False,False,False,False,True,True,False,False,False,False,False
8573-JGCZW,17,19.65,351.55,0,0,No,No,kaggle,20.679411764705883,True,False,False,False,False,True,False,True,True,False,False
6837-HAEVO,69,105.0,7297.75,0,0,Yes,Yes,kaggle,105.76449275362319,False,True,False,True,False,True,True,False,False,False,True
6701-YVNQG,72,88.7,6301.7,0,0,Yes,No,kaggle,87.52361111111111,False,True,True,False,False,True,False,False,False,False,True
9306-CPCBC,3,74.25,210.3,1,0,No,No,kaggle,70.10000000000001,False,False,False,True,False,False,True,False,False,False,False
4304-XUMGI,50,75.15,3822.45,0,1,Yes,Yes,kaggle,76.449,False,True,False,False,False,True,False,False,False,False,True
9504-YAZWB,53,20.25,1048.45,0,0,No,No,kaggle,19.782075471698114,False,True,False,False,True,False,False,True,False,False,True
8819-ZBYNA,58,109.1,6393.65,0,0,Yes,No,kaggle,110.2353448275862,False,True,True,False,False,False,True,False,False,False,True
6174-NRBTZ,46,30.75,1489.3,0,0,No,No,kaggle,32.37608695652174,True,False,False,False,False,True,False,False,False,True,False
9481-IEBZY,72,112.9,8061.5,0,1,Yes,No,kaggle,111.96527777777777,False,False,True,False,False,True,True,False,False,False,True
1833-VGRUM,1,74.2,74.2,1,1,No,No,kaggle,74.2,False,False,False,True,False,False,True,False,False,False,False
6137-NICCO,6,94.05,518.75,0,0,Yes,Yes,kaggle,86.45833333333333,False,False,False,False,True,False,True,False,False,False,False
9065-ZCPQX,72,78.85,5763.15,0,0,Yes,No,kaggle,80.04374999999999,False,True,False,False,False,True,False,False,False,False,True
6402-EJMWF,4,55.3,238.5,0,0,No,No,kaggle,59.625,False,False,False,False,True,True,False,False,False,False,False
3620-EHIMZ,52,19.35,1031.7,0,0,Yes,Yes,kaggle,19.840384615384615,False,True,False,False,True,False,False,True,False,False,True
6870-ECSHE,2,20.45,34.8,0,0,No,No,kaggle,17.4,True,False,False,False,True,False,False,True,False,False,False
8747-UDCOI,65,19.35,1319.95,0,0,Yes,No,kaggle,20.306923076923077,False,True,False,False,False,False,False,True,False,False,True
8374-XGEJJ,43,101.0,4388.4,1,1,Yes,No,kaggle,102.05581395348837,False,False,False,True,False,True,True,False,False,True,False
2656-TABEH,4,100.2,420.2,1,0,Yes,No,kaggle,105.05,False,False,False,True,False,True,True,False,False,False,False
6946-LMSQS,25,89.05,2177.45,1,1,Yes,No,kaggle,87.098,True,False,False,True,False,True,True,False,False,True,False
4626-OZDTJ,51,78.65,3950.85,0,0,Yes,No,kaggle,77.46764705882353,True,False,True,False,False,False,False,False,False,False,True
9169-BSVIN,12,74.75,827.05,0,0,No,No,kaggle,68.92083333333333,False,False,False,False,False,True,False,False,False,False,False
2325-ZUSFD,57,70.1,3913.3,1,0,Yes,Yes,kaggle,68.65438596491228,True,False,False,False,False,False,False,False,False,False,True
8194-PEEBY,24,19.9,533.5,0,0,Yes,Yes,kaggle,22.229166666666668,True,False,False,False,True,False,False,True,True,False,False
6872-HXFNF,64,58.35,3756.45,0,0,Yes,No,kaggle,58.69453125,True,False,False,False,False,False,False,False,False,False,True
3932-CMDTD,4,105.65,443.9,1,0,No,No,kaggle,110.975,True,False,False,True,False,False,True,False,False,False,False
7714-YXSMB,26,100.5,2599.95,0,0,No,No,kaggle,99.99807692307692,False,False,False,False,False,False,True,False,False,True,False
8387-UGUSU,15,20.05,284.3,0,0,Yes,Yes,kaggle,18.953333333333333,False,False,False,False,True,False,False,True,True,False,False
1080-BWSYE,64,25.65,1740.8,0,1,Yes,No,kaggle,27.2,False,True,True,False,False,True,False,True,False,False,True
4039-HEUNW,36,96.5,3436.1,1,1,Yes,No,kaggle,95.44722222222222,False,False,False,True,False,True,True,False,False,True,False
1194-HVAIF,27,95.0,2462.55,0,0,Yes,No,kaggle,91.20555555555556,False,False,True,False,False,False,True,False,False,True,False
0812-WUPTB,1,70.85,70.85,1,1,Yes,No,kaggle,70.85,False,False,False,False,True,True,True,False,False,False,False
3594-UVONA,35,85.95,3110.1,1,0,No,No,kaggle,88.86,True,False,True,False,False,False,False,False,False,True,False
0004-TLHLJ,4,73.9,280.85,1,0,No,No,kaggle,70.2125,False,False,False,True,False,True,True,False,False,False,False
1767-TGTKO,8,45.45,411.75,0,0,Yes,Yes,kaggle,51.46875,False,False,False,True,False,False,False,False,False,False,False
8439-LTUGF,10,20.0,198.6,0,0,No,No,kaggle,19.86,False,False,True,False,False,True,False,True,False,False,False
8805-JNRAZ,2,49.2,103.7,0,0,No,No,kaggle,51.85,False,False,False,False,True,False,False,False,False,False,False
5089-IFSDP,58,109.45,6144.55,1,0,Yes,No,kaggle,105.94051724137931,False,True,False,False,False,False,True,False,False,False,True
6418-HNFED,51,83.25,4089.45,0,0,Yes,No,kaggle,80.18529411764706,False,True,True,False,False,True,False,False,False,False,True
0206-OYVOC,46,19.25,864.2,0,0,Yes,Yes,kaggle,18.786956521739132,False,True,False,False,True,False,False,True,False,True,False
7291-CDTMJ,1,19.65,19.65,0,0,No,No,kaggle,19.65,False,False,False,False,False,True,False,True,False,False,False
7128-GGCNO,46,72.8,3249.4,0,0,No,No,kaggle,70.63913043478261,False,False,False,False,False,True,True,False,False,True,False
0237-YFUTL,50,109.65,5405.8,0,0,Yes,No,kaggle,108.116,False,False,False,False,False,False,True,False,False,False,True
7691-KGKGP,53,65.0,3363.8,0,0,Yes,Yes,kaggle,63.46792452830189,False,False,True,False,False,True,False,False,False,False,True
6710-HSJRD,61,114.1,7132.15,0,0,Yes,No,kaggle,116.92049180327868,False,False,False,True,False,True,True,False,False,False,True
3675-EQOZA,5,20.65,93.55,0,0,No,No,kaggle,18.71,False,False,False,False,False,True,False,True,False,False,False
0840-DCNZE,47,86.95,4138.9,0,0,No,No,kaggle,88.06170212765957,True,False,False,False,False,True,False,False,False,True,False
1732-FEKLD,54,94.75,5121.75,0,0,No,No,kaggle,94.84722222222223,True,False,False,False,False,False,True,False,False,False,True
9862-KJTYK,19,25.35,566.1,0,0,No,Yes,kaggle,29.794736842105266,False,False,True,False,False,True,False,False,True,False,False
0479-HMSWA,26,105.45,2715.3,0,0,No,Yes,kaggle,104.4346153846154,False,True,False,True,False,False,True,False,False,True,False
5854-KSRBJ,70,25.4,1782.05,0,0,Yes,Yes,kaggle,25.457857142857144,False,True,False,False,True,True,False,True,False,False,True
0365-BZUWY,17,102.55,1742.5,0,0,Yes,No,kaggle,102.5,False,False,False,True,False,True,True,False,True,False,False
4817-VYYWS,30,100.2,2983.8,1,0,No,No,kaggle,99.46000000000001,False,False,False,True,False,False,True,False,False,True,False
5701-SVCWR,1,24.0,24.0,0,0,No,Yes,kaggle,24.0,False,False,False,False,True,False,False,True,False,False,False
3129-AAQOU,19,25.6,485.9,0,0,Yes,Yes,kaggle,25.573684210526313,False,True,False,False,True,False,False,True,True,False,False
4922-CVPDX,26,73.5,1905.7,0,0,Yes,No,kaggle,73.29615384615384,False,True,True,False,False,False,False,False,False,True,False
1396-QWFBJ,21,74.05,1565.7,1,0,Yes,Yes,kaggle,74.55714285714286,False,False,False,False,False,False,True,False,True,False,False
1357-BIJKI,50,98.25,4858.7,0,0,Yes,No,kaggle,97.17399999999999,True,False,False,True,False,True,True,False,False,False,True
1099-BTKWT,68,54.4,3723.65,0,0,Yes,No,kaggle,54.75955882352941,True,False,False,True,False,False,False,False,False,False,True
5299-SJCZT,3,101.55,298.35,1,0,No,No,kaggle,99.45,False,False,False,False,False,True,True,False,False,False,False
2018-PZKMU,9,103.1,970.45,0,0,Yes,Yes,kaggle,107.82777777777778,False,False,False,True,False,True,True,False,False,False,False
7340-KEFQE,51,34.2,1782.0,0,0,Yes,Yes,kaggle,34.94117647058823,False,True,False,False,False,False,False,False,False,False,True
4570-QHXHL,9,43.75,405.7,0,0,No,No,kaggle,45.077777777777776,False,False,False,True,False,False,False,False,False,False,False
2403-BCASL,41,111.95,4534.9,1,1,Yes,Yes,kaggle,110.60731707317072,True,False,False,True,False,True,True,False,False,True,False
7392-YYPYJ,22,100.65,2415.95,0,0,No,No,kaggle,109.81590909090909,False,False,False,True,False,True,True,False,True,False,False
2898-LSJGD,21,55.95,1157.05,1,0,Yes,Yes,kaggle,55.09761904761905,True,False,False,True,False,False,False,False,True,False,False
2223-GDSHL,71,116.05,8297.5,0,0,Yes,Yes,kaggle,116.86619718309859,False,True,False,False,False,True,True,False,False,False,True
7359-PTSXY,1,45.75,45.75,1,0,No,No,kaggle,45.75,False,False,False,True,False,True,False,False,False,False,False
9470-RTWDV,26,82.0,2083.1,0,0,Yes,Yes,kaggle,80.11923076923077,True,False,True,False,False,True,False,False,False,True,False
2176-OSJUV,71,65.15,4681.75,0,0,Yes,No,kaggle,65.94014084507042,False,True,False,False,False,True,False,False,False,False,True
9348-YVOMK,4,44.8,176.2,0,0,No,No,kaggle,44.05,False,False,True,False,False,True,False,False,False,False,False
8104-OSKWT,12,79.8,1001.2,0,0,No,No,kaggle,83.43333333333334,False,False,False,True,False,False,True,False,False,False,False
4521-YEEHE,18,88.85,1594.75,0,0,Yes,No,kaggle,88.59722222222223,False,False,False,True,False,False,True,False,True,False,False
4090-KPJIP,3,74.95,212.4,0,0,No,No,kaggle,70.8,False,False,False,True,False,False,True,False,False,False,False
3786-WOVKF,72,106.85,7677.4,0,1,Yes,No,kaggle,106.63055555555555,True,False,False,False,False,False,True,False,False,False,True
4503-BDXBD,11,74.95,815.5,1,0,No,No,kaggle,74.13636363636364,False,False,False,True,False,True,True,False,False,False,False
6086-ESGRL,1,80.15,80.15,1,0,No,No,kaggle,80.15,False,False,True,False,False,False,True,False,False,False,False
2592-HODOV,13,19.3,259.65,0,0,No,No,kaggle,19.97307692307692,True,False,True,False,False,True,False,True,True,False,False
3886-CERTZ,72,109.25,8109.8,1,0,Yes,No,kaggle,112.63611111111112,True,False,False,True,False,False,True,False,False,False,True
7995-ZHHNZ,42,56.1,2386.85,0,0,Yes,No,kaggle,56.8297619047619,True,False,True,False,False,True,False,False,False,True,False
3824-RHKVR,17,19.7,340.35,0,0,No,No,kaggle,20.02058823529412,False,False,True,False,False,False,False,True,True,False,False
5816-SCGFC,7,51.3,419.35,0,1,No,No,kaggle,59.90714285714286,False,False,False,False,True,False,False,False,False,False,False
5989-AXPUC,68,118.6,7990.05,0,0,Yes,No,kaggle,117.50073529411765,False,True,False,False,True,False,True,False,False,False,True
4979-HPRFL,56,24.15,1402.25,0,0,Yes,Yes,kaggle,25.040178571428573,False,True,False,False,False,True,False,True,False,False,True
8590-OHDIW,38,20.3,749.35,0,0,Yes,Yes,kaggle,19.719736842105263,True,False,False,False,True,False,False,True,False,True,False
8015-IHCGW,72,115.5,8425.15,0,0,Yes,Yes,kaggle,117.01597222222222,False,True,False,True,False,False,True,False,False,False,True
2332-TODQS,48,25.05,1171.5,0,0,No,No,kaggle,24.40625,True,False,True,False,False,False,False,True,False,True,False
9278-VZKCD,52,109.1,5647.95,0,1,Yes,No,kaggle,108.61442307692307,False,False,False,True,False,False,True,False,False,False,True
8008-OTEZX,35,19.65,708.8,0,0,Yes,Yes,kaggle,20.25142857142857,True,False,False,False,True,False,False,True,False,True,False
2773-OVBPK,67,111.3,7567.2,0,0,Yes,No,kaggle,112.94328358208955,False,True,False,False,False,True,True,False,False,False,True
5999-LCXAO,1,29.9,29.9,0,0,No,No,kaggle,29.9,False,False,False,False,True,False,False,False,False,False,False
5206-XZZQI,53,80.6,4348.1,0,0,No,No,kaggle,82.03962264150944,False,False,False,False,True,True,True,False,False,False,True
4803-LBYPN,34,20.8,635.9,0,0,Yes,Yes,kaggle,18.70294117647059,False,False,False,False,True,True,False,True,False,True,False
5759-RCVCB,3,35.2,108.95,1,0,No,No,kaggle,36.31666666666667,False,False,True,False,False,False,False,False,False,False,False
6372-RFVNS,1,78.8,78.8,1,0,Yes,No,kaggle,78.8,False,False,False,True,False,False,True,False,False,False,False
2139-FQHLM,19,89.95,1682.4,0,0,No,No,kaggle,88.54736842105264,False,False,False,False,True,True,True,False,True,False,False
8261-GWDBQ,60,116.05,6925.9,0,1,Yes,No,kaggle,115.43166666666666,False,True,False,False,False,False,True,False,False,False,True
1093-YSWCA,11,19.55,223.15,0,0,No,No,kaggle,20.286363636363635,False,True,True,False,False,True,False,True,False,False,False
8938-UMKPI,47,106.4,5127.95,1,0,No,No,kaggle,109.10531914893616,False,False,False,True,False,False,True,False,False,True,False
0991-BRRFB,18,49.4,874.8,1,0,No,No,kaggle,48.599999999999994,False,False,False,True,False,True,False,False,True,False,False
3882-IYOIJ,60,115.25,6758.45,0,0,Yes,Yes,kaggle,112.64083333333333,False,True,True,False,False,False,True,False,False,False,True
8749-TZYEC,72,24.8,1874.3,0,0,Yes,No,kaggle,26.031944444444445,False,True,True,False,False,True,False,True,False,False,True
1755-FZQEC,39,19.9,791.15,0,0,No,No,kaggle,20.285897435897436,True,False,False,False,True,True,False,True,False,True,False
3115-JPJDD,59,81.25,4639.45,0,0,Yes,No,kaggle,78.63474576271186,True,False,True,False,False,False,True,False,False,False,True
5600-KTXFM,2,69.95,143.9,0,0,Yes,Yes,kaggle,71.95,False,False,False,False,True,True,True,False,False,False,False
3871-IKPYH,1,69.1,69.1,1,1,No,No,kaggle,69.1,False,False,False,True,False,True,True,False,False,False,False
6319-IEJWJ,20,90.2,1776.55,1,0,Yes,Yes,kaggle,88.8275,False,False,False,True,False,True,True,False,True,False,False
9025-AOMKI,6,93.55,536.4,1,0,No,No,kaggle,89.39999999999999,False,False,False,False,False,False,True,False,False,False,False
6339-TBELP,71,86.4,6172.0,0,0,No,No,kaggle,86.92957746478874,False,True,True,False,False,True,True,False,False,False,True
7964-YESJC,24,66.3,1559.45,0,0,Yes,No,kaggle,64.97708333333334,False,False,False,False,True,False,False,False,True,False,False
6173-GOLSU,67,94.65,6079.0,0,1,Yes,No,kaggle,90.73134328358209,False,False,True,False,False,True,True,False,False,False,True
5275-SQEIZ,1,80.85,80.85,1,0,No,No,kaggle,80.85,False,False,False,False,True,True,True,False,False,False,False
7716-YTYHG,48,82.05,4029.95,1,0,Yes,Yes,kaggle,83.95729166666666,True,False,False,False,True,False,True,False,False,True,False
9938-ZREHM,37,72.1,2658.4,0,0,Yes,No,kaggle,71.84864864864865,True,False,False,False,True,False,False,False,False,True,False
7950-XWOVN,11,34.7,383.55,0,0,No,No,kaggle,34.86818181818182,False,False,False,False,True,True,False,False,False,False,False
4390-KYULV,3,20.55,51.15,1,0,Yes,No,kaggle,17.05,False,False,True,False,False,True,False,True,False,False,False
4647-MUZON,18,95.95,1745.5,0,0,Yes,No,kaggle,96.97222222222223,False,False,True,False,False,False,True,False,True,False,False
9702-AIUJO,50,44.8,2230.85,0,0,Yes,Yes,kaggle,44.617,True,False,False,False,False,True,False,False,False,False,True
8849-PRIQJ,67,109.4,7281.6,0,0,Yes,Yes,kaggle,108.68059701492538,True,False,False,True,False,False,True,False,False,False,True
8851-RAGOV,25,71.05,1837.7,0,0,Yes,No,kaggle,73.508,False,False,False,False,True,False,False,False,False,True,False
1304-NECVQ,2,78.55,149.55,1,1,No,No,kaggle,74.775,False,False,False,True,False,False,True,False,False,False,False
5396-IZEPB,9,19.7,180.7,0,0,No,No,kaggle,20.077777777777776,False,False,True,False,False,True,False,True,False,False,False
1729-VLAZJ,10,40.25,411.45,0,0,No,Yes,kaggle,41.144999999999996,True,False,False,False,True,False,False,False,False,False,False
8285-ABVLB,70,19.85,1328.35,0,0,Yes,No,kaggle,18.97642857142857,False,True,True,False,False,False,False,True,False,False,True
0701-TJSEF,9,68.25,576.95,0,0,No,No,kaggle,64.10555555555555,False,False,False,False,False,True,False,False,False,False,False
5712-VBOXD,4,20.15,68.45,0,0,No,No,kaggle,17.1125,False,False,True,False,False,False,False,True,False,False,False
6629-LADHQ,2,50.95,123.05,0,0,No,No,kaggle,61.525,False,False,False,False,True,False,False,False,False,False,False
8945-GRKHX,1,78.65,78.65,1,0,No,Yes,kaggle,78.65,False,False,False,True,False,False,True,False,False,False,False
1559-DTODC,19,25.15,468.35,0,0,No,No,kaggle,24.650000000000002,False,False,False,False,False,True,False,False,True,False,False
4797-MIWUM,7,20.25,174.7,0,0,Yes,Yes,kaggle,24.957142857142856,False,False,False,False,False,True,False,True,False,False,False
6959-UWKHF,1,42.9,42.9,1,0,No,No,kaggle,42.9,False,False,False,True,False,True,False,False,False,False,False
8720-RQSBJ,1,44.0,44.0,0,1,No,No,kaggle,44.0,False,False,False,True,False,True,False,False,False,False,False
4537-CIBHB,9,20.25,172.35,0,0,Yes,Yes,kaggle,19.15,True,False,False,False,True,False,False,True,False,False,False
3815-SLMEF,3,34.25,139.35,1,0,No,No,kaggle,46.449999999999996,False,False,False,False,True,False,False,False,False,False,False
5154-VEKBL,9,58.5,539.85,1,0,No,No,kaggle,59.983333333333334,False,False,False,False,True,False,False,False,False,False,False
4324-AHJKS,5,55.8,300.4,0,0,No,No,kaggle,60.08,False,False,True,False,False,False,False,False,False,False,False
4355-CVPVS,56,88.9,4968.0,0,0,Yes,Yes,kaggle,88.71428571428571,True,False,False,False,False,False,True,False,False,False,True
4495-LHSSK,18,57.65,992.7,0,0,No,Yes,kaggle,55.150000000000006,False,False,False,False,True,False,False,False,True,False,False
5655-JSMZM,49,96.2,4718.25,1,1,No,No,kaggle,96.29081632653062,False,False,False,True,False,True,True,False,False,False,True
5915-ANOEI,70,79.15,5536.5,0,0,Yes,No,kaggle,79.09285714285714,False,True,False,False,True,True,False,False,False,False,True
9861-PDSZP,72,108.05,7806.6,0,0,No,No,kaggle,108.42500000000001,False,True,True,False,False,False,True,False,False,False,True
4505-EXZHB,6,74.4,434.1,1,1,No,No,kaggle,72.35000000000001,False,False,False,True,False,False,True,False,False,False,False
7225-CBZPL,17,94.8,1563.9,0,1,Yes,No,kaggle,91.99411764705883,False,False,False,True,False,True,True,False,True,False,False
6704-UTUKK,29,45.9,1332.4,0,0,Yes,No,kaggle,45.9448275862069,False,False,False,True,False,True,False,False,False,True,False
4587-VVTOX,6,105.3,545.2,1,0,Yes,No,kaggle,90.86666666666667,False,False,False,True,False,False,True,False,False,False,False
2019-HDCZY,63,102.6,6296.75,0,0,Yes,No,kaggle,99.9484126984127,False,True,False,True,False,True,True,False,False,False,True
4652-NNHNY,16,73.85,1284.2,1,0,Yes,No,kaggle,80.2625,False,False,False,False,False,True,True,False,True,False,False
8788-DOXSU,59,61.35,3645.5,0,0,No,No,kaggle,61.78813559322034,True,False,False,False,False,True,False,False,False,False,True
7404-JLKQG,3,57.55,161.45,0,0,No,No,kaggle,53.81666666666666,False,False,False,True,False,False,False,False,False,False,False
7421-ZLUPA,8,29.25,226.95,0,0,No,No,kaggle,28.36875,False,False,False,False,True,False,False,False,False,False,False
8972-HJWNV,7,84.55,646.85,1,1,Yes,No,kaggle,92.40714285714286,False,False,False,True,False,False,True,False,False,False,False
3274-NSDWE,68,19.6,1441.65,0,0,No,No,kaggle,21.20073529411765,False,True,True,False,False,False,False,True,False,False,True
2632-IVXVF,68,111.75,7511.3,0,0,Yes,Yes,kaggle,110.46029411764707,False,True,True,False,False,False,True,False,False,False,True
3692-JHONH,52,106.5,5621.85,0,1,Yes,No,kaggle,108.11250000000001,True,False,False,True,False,False,True,False,False,False,True
8915-NNTRC,72,107.7,7919.8,0,0,Yes,Yes,kaggle,109.99722222222222,False,True,True,False,False,True,True,False,False,False,True
5914-GXMDA,32,19.3,593.2,0,0,Yes,No,kaggle,18.5375,True,False,False,False,True,False,False,True,False,True,False
7463-IFMQU,72,20.05,1423.65,0,0,Yes,No,kaggle,19.772916666666667,False,True,False,False,False,False,False,True,False,False,True
2920-RNCEZ,1,69.95,69.95,0,0,Yes,Yes,kaggle,69.95,False,False,True,False,False,True,True,False,False,False,False
2541-YGPKE,42,63.7,2763.35,0,0,Yes,Yes,kaggle,65.79404761904762,True,False,True,False,False,True,False,False,False,True,False
8515-OCTJS,25,24.75,692.1,1,0,No,No,kaggle,27.684,False,True,True,False,False,False,False,True,False,True,False
5382-TEMLV,45,50.9,2298.55,0,0,No,No,kaggle,51.07888888888889,False,False,False,False,False,True,False,False,False,True,False
3441-CGZJH,43,60.4,2640.55,0,0,Yes,Yes,kaggle,61.40813953488372,True,False,True,False,False,False,False,False,False,True,False
9592-ERDKV,37,79.25,2911.8,0,0,Yes,No,kaggle,78.6972972972973,True,False,False,False,True,True,False,False,False,True,False
2860-RANUS,20,85.8,1727.5,1,1,No,No,kaggle,86.375,False,False,True,False,False,False,True,False,True,False,False
5261-QSHQM,4,24.45,86.6,1,0,No,No,kaggle,21.65,False,False,False,True,False,False,False,False,False,False,False
4778-IZARL,63,110.1,6705.7,0,0,Yes,No,kaggle,106.43968253968254,False,True,True,False,False,True,True,False,False,False,True
0432-CAJZV,3,90.7,237.65,0,0,No,No,kaggle,79.21666666666667,False,False,False,False,True,True,True,False,False,False,False
